"","qry_id","repeat_id","matching_repeat","matching_class","reference_length","merged_qrystart","merged_qryend","mergedfraglength","perc_div","perc_del","perc_insert","V1","locus"
"1370","NM_001130274.1","Harbinger-N3B_XT","+","DNA/PIF-Harbinger",350,5183,5402,220,26.9,7.7,2.2,">NM_001130274.1 Xenopus tropicalis Rho guanine nucleotide exchange factor 25 (arhgef25), mRNA","arhgef25"
"1371","NM_001130274.1","XBR_Xt","C","DNA/Kolobok-T2",469,4100,4406,307,17.1,15.6,0.8,">NM_001130274.1 Xenopus tropicalis Rho guanine nucleotide exchange factor 25 (arhgef25), mRNA","arhgef25"
"1372","NM_001130275.1","hAT-N8_XT","C","DNA/hAT-Tip100",265,7920,8135,216,10.3,24.5,1.5,">NM_001130275.1 Xenopus tropicalis collagen, type XXV, alpha 1, gene 2 (col25a1.2), mRNA","col25a1.2"
"1373","NM_001130276.1","T2_1_Xt","+","DNA/Kolobok-T2",465,6341,6539,199,5.7,11.8,0.2,">NM_001130276.1 Xenopus tropicalis RHO family interacting cell polarization regulator 2 (ripor2), mRNA","ripor2"
"1374","NM_001130276.1","CR1-2_XT","+","LINE/CR1",4534,3953,4049,97,1,0,0,">NM_001130276.1 Xenopus tropicalis RHO family interacting cell polarization regulator 2 (ripor2), mRNA","ripor2"
"1375","NM_001130322.1","piggyBac-N2A_XT","+","DNA/PiggyBac",3782,3694,4193,500,18,9.4,2.2,">NM_001130322.1 Xenopus tropicalis zinc finger protein 329 (znf329), mRNA","znf329"
"1376","NM_001130331.1","DNA4_Xt","+","DNA/TcMar-Tigger",658,4677,5001,325,13,7.1,0.6,">NM_001130331.1 Xenopus tropicalis trafficking protein particle complex 11 (trappc11), mRNA","trappc11"
"1377","NM_001130331.1","Kolobok-N10_XT","+","DNA/Kolobok-T2",417,4198,4474,277,13.6,9.4,1.7,">NM_001130331.1 Xenopus tropicalis trafficking protein particle complex 11 (trappc11), mRNA","trappc11"
"1378","NM_001130334.1","XBR_Xt","C","DNA/Kolobok-T2",469,4586,4880,295,18.1,14.9,0.6,">NM_001130334.1 Xenopus tropicalis transmembrane protein, adipocyte asscociated 1 (tpra1), mRNA","tpra1"
"1379","NM_001130338.1","XR-c_Xt","+","DNA/Kolobok-T2",600,2288,2472,185,24.9,16.2,0,">NM_001130338.1 Xenopus tropicalis UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2 (b3gnt2), mRNA","b3gnt2"
"1380","NM_001130338.1","Harbinger-N5_XT","C","DNA/PIF-Harbinger",340,4081,4292,212,22.2,30.7,0,">NM_001130338.1 Xenopus tropicalis UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2 (b3gnt2), mRNA","b3gnt2"
"1381","NM_001130338.1","DNA1_Xt","+","DNA",166,2496,2641,146,19.3,12.3,0.6,">NM_001130338.1 Xenopus tropicalis UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2 (b3gnt2), mRNA","b3gnt2"
"1382","NM_001130340.1","Kolobok-N4_XT","C","DNA/Kolobok-T2",516,3082,3544,463,15.85,1.9,8.15,">NM_001130340.1 Xenopus tropicalis excision repair cross-complementation group 3 (ercc3), mRNA","ercc3"
"1383","NM_001130355.1","POR","C","DNA/hAT-Charlie",308,3561,3857,297,11.2,4.4,0.7,">NM_001130355.1 Xenopus tropicalis extracellular leucine-rich repeat and fibronectin type III domain containing 2 (elfn2), mRNA","elfn2"
"1384","NM_001130356.1","XBR_Xt","+","DNA/Kolobok-T2",469,3674,4104,431,15.7,10,1.1,">NM_001130356.1 Xenopus tropicalis myotubularin related protein 10 (mtmr10), mRNA","mtmr10"
"1385","NM_001130361.1","DNA1_Xt","+","DNA",166,2559,2651,93,12.1,1.1,2.2,">NM_001130361.1 Xenopus tropicalis carboxypeptidase Z (cpz), mRNA","cpz"
"1386","NM_001130365.1","hAT-N12_XT","C","DNA/hAT-Tip100",156,2849,2992,144,9.7,8.3,0,">NM_001130365.1 Xenopus tropicalis small G protein signaling modulator 3 (sgsm3), mRNA","sgsm3"
"1387","NM_001130365.1","Harbinger-N11_XT","+","DNA/PIF-Harbinger",199,3358,3532,175,19.5,14.3,0.5,">NM_001130365.1 Xenopus tropicalis small G protein signaling modulator 3 (sgsm3), mRNA","sgsm3"
"1388","NM_001130367.1","Penelope-6_XT","+","LINE/Penelope",2574,3568,3840,273,13.1,16.9,2.2,">NM_001130367.1 Xenopus tropicalis ankyrin repeat and sterile alpha motif domain containing 6 (anks6), mRNA","anks6"
"1389","NM_001130367.1","URR1_Xt","+","DNA/hAT-Charlie",186,3842,3963,122,8.7,0,0,">NM_001130367.1 Xenopus tropicalis ankyrin repeat and sterile alpha motif domain containing 6 (anks6), mRNA","anks6"
"1390","NM_001130373.1","DNA1A_XT","C","DNA",175,3430,3576,147,3.4,6.8,1.3,">NM_001130373.1 Xenopus tropicalis immunoglobulin-like domain containing receptor 2 (ildr2), mRNA","ildr2"
"1391","NM_001130376.1","DNA1_Xt","+","DNA",166,2450,2566,117,17.9,4.3,0,">NM_001130376.1 Xenopus tropicalis G protein-coupled receptor 161 (gpr161), mRNA","gpr161"
"1392","NM_001130376.1","Kolobok-N8_XT","C","DNA/Kolobok-T2",426,3431,3587,157,18.4,6.4,6.4,">NM_001130376.1 Xenopus tropicalis G protein-coupled receptor 161 (gpr161), mRNA","gpr161"
"1393","NM_001131043.1","DNA2_Xt","+","DNA/PIF-Harbinger",487,6190,6475,286,5.6,0.7,0,">NM_001131043.1 Xenopus tropicalis ATPase, Ca++ transporting, plasma membrane 3 (atp2b3), mRNA","atp2b3"
"1394","NM_001134804.1","hAT-N12_XT","+","DNA/hAT-Tip100",156,600,739,140,7.2,12.1,0.6,">NM_001134804.1 Xenopus tropicalis cytosolic iron-sulfur assembly component 2B (ciao2b), mRNA","ciao2b"
"1395","NM_001134806.1","DNA4_Xt","C","DNA/TcMar-Tigger",658,2237,2536,300,15,10.3,0,">NM_001134806.1 Xenopus tropicalis carnitine O-octanoyltransferase (crot), mRNA","crot"
"1396","NM_001134807.1","Penelope4_XT","C","LINE/Penelope",4216,6072,6985,914,17.5,3.65,5.25,">NM_001134807.1 Xenopus tropicalis bromodomain and PHD finger containing 3 (brpf3), mRNA","brpf3"
"1397","NM_001134807.1","Penelope4_XT","+","LINE/Penelope",4216,5831,5921,91,18.9,8.8,1,">NM_001134807.1 Xenopus tropicalis bromodomain and PHD finger containing 3 (brpf3), mRNA","brpf3"
"1398","NM_001134807.1","L2-2_XT","C","LINE/L2",4241,5125,5331,207,5.7,1.9,0,">NM_001134807.1 Xenopus tropicalis bromodomain and PHD finger containing 3 (brpf3), mRNA","brpf3"
"1399","NM_001134807.1","Penelope2_XT","C","LINE/Penelope",4331,6201,6294,94,16.8,7.5,5.2,">NM_001134807.1 Xenopus tropicalis bromodomain and PHD finger containing 3 (brpf3), mRNA","brpf3"
"1400","NM_001134814.2","hAT-N12_XT","C","DNA/hAT-Tip100",156,5595,5738,144,11.8,8.3,0,">NM_001134814.2 Xenopus tropicalis cut like homeobox 2 (cux2), transcript variant 1, mRNA","cux2"
"1401","NM_001134820.3","XBR_Xt","C","DNA/Kolobok-T2",469,5794,6202,409,17.9,13.9,0,">NM_001134820.3 Xenopus tropicalis protocadherin 7 (pcdh7), mRNA","pcdh7"
"1402","NM_001134820.3","DNA10_XT","+","DNA",533,5195,5406,212,20.4,11.3,0.4,">NM_001134820.3 Xenopus tropicalis protocadherin 7 (pcdh7), mRNA","pcdh7"
"1403","NM_001141993.1","XBR_Xt","+","DNA/Kolobok-T2",469,4046,4218,173,18.2,17.9,1.5,">NM_001141993.1 Xenopus tropicalis solute carrier family 7 member 5 (slc7a5), mRNA","slc7a5"
"1404","NM_001141993.1","Harbinger-N16_XT","+","DNA/PIF-Harbinger",247,4378,4606,229,14.2,16.6,8.1,">NM_001141993.1 Xenopus tropicalis solute carrier family 7 member 5 (slc7a5), mRNA","slc7a5"
"1405","NM_001142001.1","CR1_1a_Xt","C","LINE/CR1",4756,1030,1532,503,13.1,3.55,3.85,">NM_001142001.1 Xenopus tropicalis intraflagellar transport 27 (ift27), mRNA","ift27"
"1406","NM_001142008.2","XBR_Xt","C","DNA/Kolobok-T2",469,2641,3075,435,11.6,2.5,1.1,">NM_001142008.2 Xenopus tropicalis protein tyrosine phosphatase type IVA, member 3 (ptp4a3), mRNA","ptp4a3"
"1407","NM_001142009.1","DNA5_Xt","C","DNA/TcMar-Tc2",529,1912,2162,251,8.4,1.2,0,">NM_001142009.1 Xenopus tropicalis kelch like family member 20 (klhl20), mRNA","klhl20"
"1408","NM_001142009.1","Mariner-1N1_XT","+","DNA/TcMar-Tc2",608,2354,2757,404,2.7,1.5,0,">NM_001142009.1 Xenopus tropicalis kelch like family member 20 (klhl20), mRNA","klhl20"
"1409","NM_001142009.1","DNA9_XT","C","DNA",460,1819,1908,90,19.3,2.2,2.2,">NM_001142009.1 Xenopus tropicalis kelch like family member 20 (klhl20), mRNA","klhl20"
"1410","NM_001142012.1","Kolobok-N7_XT","C","DNA/Kolobok-T2",611,1170,1766,597,4.7,0.7,0.3,">NM_001142012.1 Xenopus tropicalis sarcoglycan beta (sgcb), mRNA","sgcb"
"1411","NM_001142014.1","DNA4_Xt","+","DNA/TcMar-Tigger",658,1736,1847,112,25,0,0,">NM_001142014.1 Xenopus tropicalis small nuclear ribonucleoprotein, U11/U12 48KDa subunit (snrnp48), mRNA","snrnp48"
"1412","NM_001142020.1","hAT-N12_XT","C","DNA/hAT-Tip100",156,2627,2779,153,11.1,1.3,0,">NM_001142020.1 Xenopus tropicalis FIC domain containing (ficd), mRNA","ficd"
"1413","NM_001142021.1","T2_3_Xt","C","DNA/Kolobok-T2",597,3546,3650,105,24.8,13.3,0,">NM_001142021.1 Xenopus tropicalis translocation associated membrane protein 2 (tram2), mRNA","tram2"
"1414","NM_001142021.1","Kolobok-N5_XT","+","DNA/Kolobok-T2",509,2458,2942,485,17.3,5,0,">NM_001142021.1 Xenopus tropicalis translocation associated membrane protein 2 (tram2), mRNA","tram2"
"1415","NM_001142025.1","L2-3_XT","+","LINE/L2",4546,1265,1430,166,18.2,6,0.6,">NM_001142025.1 Xenopus tropicalis uncharacterized loc100216037 (LOC100216037), mRNA","LOC100216037"
"1416","NM_001142033.1","Gypsy-9-I_XT","C","LTR/Gypsy",4292,1,105,105,21,0,9.4,">NM_001142033.1 Xenopus tropicalis myocyte enhancer factor 2A (mef2a), mRNA","mef2a"
"1417","NM_001142042.1","L2-6_XT","+","LINE/L2",2089,4003,4177,175,25.9,4,0.6,">NM_001142042.1 Xenopus tropicalis G protein-coupled receptor 180 (gpr180), mRNA","gpr180"
"1418","NM_001142042.1","Chap4b_Xt","C","DNA/hAT-Charlie",1014,2560,2774,215,13.9,4.7,2.7,">NM_001142042.1 Xenopus tropicalis G protein-coupled receptor 180 (gpr180), mRNA","gpr180"
"1419","NM_001142042.1","DNA4_Xt","+","DNA/TcMar-Tigger",658,4583,4814,232,13.8,18.8,2,">NM_001142042.1 Xenopus tropicalis G protein-coupled receptor 180 (gpr180), mRNA","gpr180"
"1420","NM_001142045.1","XBR_Xt","C","DNA/Kolobok-T2",469,1767,2153,387,6.8,8.5,1,">NM_001142045.1 Xenopus tropicalis lysocardiolipin acyltransferase 1 (lclat1), mRNA","lclat1"
"1421","NM_001142046.1","DNA-9-1_XT","C","DNA/hAT-Tip100",1485,2419,2809,391,14.9,12.5,2.1,">NM_001142046.1 Xenopus tropicalis phosphatidylinositol glycan anchor biosynthesis class Q (pigq), mRNA","pigq"
"1422","NM_001142051.1","T2_2b_Xt","C","DNA/Kolobok-T2",515,8648,9162,515,5.6,0,0,">NM_001142051.1 Xenopus tropicalis interleukin 1 receptor accessory protein (il1rap), mRNA","il1rap"
"1423","NM_001142051.1","Kolobok-N7_XT","+","DNA/Kolobok-T2",611,9443,9747,305,8.5,0.7,0,">NM_001142051.1 Xenopus tropicalis interleukin 1 receptor accessory protein (il1rap), mRNA","il1rap"
"1424","NM_001142051.1","XBR_Xt","+","DNA/Kolobok-T2",469,3630,4074,445,14.5,5.6,2.2,">NM_001142051.1 Xenopus tropicalis interleukin 1 receptor accessory protein (il1rap), mRNA","il1rap"
"1425","NM_001142051.1","DNA6_XT","C","DNA",545,6981,7350,370,22.4,22.4,4.6,">NM_001142051.1 Xenopus tropicalis interleukin 1 receptor accessory protein (il1rap), mRNA","il1rap"
"1426","NM_001142060.1","Harbinger-N13_XT","+","DNA/PIF-Harbinger",321,2632,2785,154,17.5,11.7,0,">NM_001142060.1 Xenopus tropicalis protein regulator of cytokinesis 1 (prc1), mRNA","prc1"
"1427","NM_001142061.1","DNA1_Xt","C","DNA",166,3474,3638,165,11,1.8,1.2,">NM_001142061.1 Xenopus tropicalis major facilitator superfamily domain containing 14B like (mfsd14bl), mRNA","mfsd14bl"
"1428","NM_001142062.1","CR1_1b_Xt","+","LINE/CR1",4738,2379,2469,91,14.3,6.6,0,">NM_001142062.1 Xenopus tropicalis SLC9A3 regulator 2 (slc9a3r2), mRNA","slc9a3r2"
"1429","NM_001142063.1","hAT-N12_XT","C","DNA/hAT-Tip100",156,2457,2583,127,13.5,0,0.8,">NM_001142063.1 Xenopus tropicalis abhydrolase domain containing 2 (abhd2), mRNA","abhd2"
"1430","NM_001142063.1","T2_3_Xt","C","DNA/Kolobok-T2",597,4521,4604,84,18.4,8.3,9.6,">NM_001142063.1 Xenopus tropicalis abhydrolase domain containing 2 (abhd2), mRNA","abhd2"
"1431","NM_001142064.1","REP5_XT","C","Unknown",284,4115,4289,175,20.1,3.4,3.4,">NM_001142064.1 Xenopus tropicalis PDZ domain containing 4 (pdzd4), mRNA","pdzd4"
"1432","NM_001142065.3","T2_2b_Xt","+","DNA/Kolobok-T2",515,2821,3328,508,5.9,1.6,0.2,">NM_001142065.3 Xenopus tropicalis selenoprotein O (selenoo), mRNA","selenoo"
"1433","NM_001142069.1","Harbinger-N9A_XT","C","DNA/PIF-Harbinger",318,4527,4769,243,23.7,13.2,1.1,">NM_001142069.1 Xenopus tropicalis PR domain containing 10 (prdm10), mRNA","prdm10"
"1434","NM_001142074.1","Harbinger-N10_XT","C","DNA/PIF-Harbinger",220,3186,3387,202,22.8,8.9,0,">NM_001142074.1 Xenopus tropicalis nuclear factor of activated T cells 3 (nfatc3), mRNA","nfatc3"
"1435","NM_001142076.1","L1-24_XT","C","LINE/L1",5129,1,153,153,11.1,0,0,">NM_001142076.1 Xenopus tropicalis RecQ helicase-like 5 (recql5), mRNA","recql5"
"1436","NM_001142078.1","DNA4_Xt","C","DNA/TcMar-Tigger",658,2359,2514,156,16.7,30.8,0,">NM_001142078.1 Xenopus tropicalis bMERB domain containing 1 (bmerb1), mRNA","bmerb1"
"1437","NM_001142078.1","Kolobok-N7_XT","+","DNA/Kolobok-T2",611,6037,6349,313,5.4,20.4,0,">NM_001142078.1 Xenopus tropicalis bMERB domain containing 1 (bmerb1), mRNA","bmerb1"
"1438","NM_001142078.1","Harbinger-2N1F_XT","C","DNA/PIF-Harbinger",432,4472,4761,290,5.5,15.9,0,">NM_001142078.1 Xenopus tropicalis bMERB domain containing 1 (bmerb1), mRNA","bmerb1"
"1439","NM_001142078.1","Harbinger-2N1B_XT","C","DNA/PIF-Harbinger",427,5012,5247,236,12.3,5.5,10.2,">NM_001142078.1 Xenopus tropicalis bMERB domain containing 1 (bmerb1), mRNA","bmerb1"
"1440","NM_001142081.1","hAT-3_XT","+","DNA/hAT-Charlie",2922,2935,3020,86,18.6,16.3,0,">NM_001142081.1 Xenopus tropicalis ring finger protein 150 (rnf150), mRNA","rnf150"
"1441","NM_001142081.1","DNA1_Xt","C","DNA",166,4982,5071,90,13.1,1.1,15.2,">NM_001142081.1 Xenopus tropicalis ring finger protein 150 (rnf150), mRNA","rnf150"
"1442","NM_001142082.1","hAT-12N1_XT","+","DNA/hAT-Ac",281,2892,3116,225,17.1,4.4,1.3,">NM_001142082.1 Xenopus tropicalis protein kinase, AMP-activated, alpha 2 catalytic subunit (prkaa2), mRNA","prkaa2"
"1443","NM_001142095.1","DNA4_Xt","+","DNA/TcMar-Tigger",658,2255,2455,201,17.2,12.2,0.9,">NM_001142095.1 Xenopus tropicalis uncharacterized loc100216114 (LOC100216114), mRNA","LOC100216114"
"1444","NM_001142095.1","PIRe_Xt","+","DNA/Kolobok-T2",494,1779,2254,476,10.4,4,0.8,">NM_001142095.1 Xenopus tropicalis uncharacterized loc100216114 (LOC100216114), mRNA","LOC100216114"
"1445","NM_001142104.1","Tc1-12_Xt","+","DNA/TcMar-Tc1",1626,3817,3958,142,19,16.9,3.8,">NM_001142104.1 Xenopus tropicalis Src homology 2 domain containing F (shf), mRNA","shf"
"1446","NM_001142106.1","Harbinger-N10_XT","C","DNA/PIF-Harbinger",220,2706,2802,97,7.3,0,1,">NM_001142106.1 Xenopus tropicalis aldehyde dehydrogenase 5 family member A1 (aldh5a1), mRNA","aldh5a1"
"1447","NM_001142108.1","hAT-N3_XT","+","DNA/hAT-Charlie",290,3170,3356,187,21.6,10.7,3.5,">NM_001142108.1 Xenopus tropicalis cadherin 17 (cdh17), mRNA","cdh17"
"1448","NM_001142111.1","PIRa_XT","+","DNA/Kolobok-T2",453,1022,1450,429,12.1,7.7,2,">NM_001142111.1 Xenopus tropicalis uncharacterized loc100216133 (LOC100216133), mRNA","LOC100216133"
"1449","NM_001142128.1","hAT-N12_XT","+","DNA/hAT-Tip100",156,1481,1608,128,6.2,14.1,0,">NM_001142128.1 Xenopus tropicalis potassium channel tetramerization domain containing 6 (kctd6), mRNA","kctd6"
"1450","NM_001142129.1","SINE2-1_XT","+","SINE/tRNA-V-Core-L2",336,4487,4659,173,17.3,4,0,">NM_001142129.1 Xenopus tropicalis abhydrolase domain containing 12 (abhd12), mRNA","abhd12"
"1451","NM_001142131.2","XBR_Xt","C","DNA/Kolobok-T2",469,4515,4604,90,23.3,2.2,0,">NM_001142131.2 Xenopus tropicalis smoothelin (smtn), mRNA","smtn"
"1452","NM_001142139.1","XBR_Xt","C","DNA/Kolobok-T2",469,1969,2402,434,17.2,8.8,1.1,">NM_001142139.1 Xenopus tropicalis S-phase kinase-associated protein 2, E3 ubiquitin protein ligase (skp2), mRNA","skp2"
"1453","NM_001142142.1","Penelope-7_XT","+","LINE/Penelope",2398,1194,1334,141,11.6,0,2.2,">NM_001142142.1 Xenopus tropicalis uncharacterized loc100216173 (LOC100216173), mRNA","LOC100216173"
"1454","NM_001142144.1","Kolobok-N10_XT","+","DNA/Kolobok-T2",417,1411,1544,134,24.8,3.7,3.7,">NM_001142144.1 Xenopus tropicalis kaptin (actin binding protein) (kptn), mRNA","c""actin binding protein"", ""kptn"""
"1455","NM_001142146.1","Harbinger-N11_XT","C","DNA/PIF-Harbinger",199,3395,3562,168,20.5,11.3,1.1,">NM_001142146.1 Xenopus tropicalis SMG9 nonsense mediated mRNA decay factor (smg9), mRNA","smg9"
"1456","NM_001142151.1","DNA4_Xt","C","DNA/TcMar-Tigger",658,4054,4344,291,18.7,13.1,0.9,">NM_001142151.1 Xenopus tropicalis calcium channel, voltage-dependent, beta 4 subunit (cacnb4), mRNA","cacnb4"
"1457","NM_001142153.1","Penelope-7_XT","+","LINE/Penelope",2398,2413,2492,80,22.2,0,1.1,">NM_001142153.1 Xenopus tropicalis WT1 transcription factor (wt1), mRNA","wt1"
"1458","NM_001142153.1","DNA1_Xt","+","DNA",166,1796,1876,81,19.6,3.7,12,">NM_001142153.1 Xenopus tropicalis WT1 transcription factor (wt1), mRNA","wt1"
"1459","NM_001142153.1","hAT-N2_XT","C","DNA/hAT-Ac",344,5080,5374,295,21.1,17.3,0.6,">NM_001142153.1 Xenopus tropicalis WT1 transcription factor (wt1), mRNA","wt1"
"1460","NM_001142164.1","DNA4_Xt","+","DNA/TcMar-Tigger",658,5171,5390,220,5.9,1.8,0,">NM_001142164.1 Xenopus tropicalis contactin 4 (cntn4), mRNA","cntn4"
"1461","NM_001142164.1","Kolobok-N3_XT","C","DNA/Kolobok-T2",432,4468,4717,250,14.1,28.4,0.9,">NM_001142164.1 Xenopus tropicalis contactin 4 (cntn4), mRNA","cntn4"
"1462","NM_001142166.1","PIRd_Xt","C","DNA/Kolobok-T2",487,2187,2620,434,6,9,0.6,">NM_001142166.1 Xenopus tropicalis solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23 (slc25a23), mRNA","c""mitochondrial carrier; phosphate carrier"", ""slc25a23"""
"1463","NM_001142166.1","DNA4_Xt","C","DNA/TcMar-Tigger",658,3421,3526,106,6.6,0.4,0,">NM_001142166.1 Xenopus tropicalis solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23 (slc25a23), mRNA","c""mitochondrial carrier; phosphate carrier"", ""slc25a23"""
"1464","NM_001142166.1","XBR_Xt","+","DNA/Kolobok-T2",469,4885,5025,141,8.5,14.9,0,">NM_001142166.1 Xenopus tropicalis solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23 (slc25a23), mRNA","c""mitochondrial carrier; phosphate carrier"", ""slc25a23"""
"1465","NM_001142166.1","DNA3_Xt","+","DNA",507,2639,2730,92,11,28.3,0.8,">NM_001142166.1 Xenopus tropicalis solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23 (slc25a23), mRNA","c""mitochondrial carrier; phosphate carrier"", ""slc25a23"""
"1466","NM_001142167.1","HAT1b_Xt","+","DNA/hAT-Tip100",279,5184,5282,99,21.6,0,11.2,">NM_001142167.1 Xenopus tropicalis phosphatase and actin regulator 1 (phactr1), mRNA","phactr1"
"1467","NM_001142167.1","Harbinger-N1_XT","C","DNA/PIF-Harbinger",341,4417,4633,217,7.9,0,0.5,">NM_001142167.1 Xenopus tropicalis phosphatase and actin regulator 1 (phactr1), mRNA","phactr1"
"1468","NM_001142171.1","XBR_Xt","C","DNA/Kolobok-T2",469,3109,3482,374,15.7,6.4,1.3,">NM_001142171.1 Xenopus tropicalis aconitase 1 (aco1), mRNA","aco1"
"1469","NM_001142178.1","XR-a_Xt","C","DNA/Kolobok-T2",610,2293,2746,454,15.1,5.7,2.4,">NM_001142178.1 Xenopus tropicalis vasohibin 1 (vash1), mRNA","vash1"
"1470","NM_001142180.1","Kolobok-N7_XT","+","DNA/Kolobok-T2",611,4536,4728,193,17.8,15.5,3.7,">NM_001142180.1 Xenopus tropicalis TANK binding kinase 1 (tbk1), mRNA","tbk1"
"1471","NM_001142180.1","XBR_Xt","C","DNA/Kolobok-T2",469,3518,3966,449,11.3,8.2,3.6,">NM_001142180.1 Xenopus tropicalis TANK binding kinase 1 (tbk1), mRNA","tbk1"
"1472","NM_001142180.1","Harbinger-N8_XT","C","DNA/PIF-Harbinger",318,4187,4266,80,22.8,0,1.3,">NM_001142180.1 Xenopus tropicalis TANK binding kinase 1 (tbk1), mRNA","tbk1"
"1473","NM_001142180.1","Harbinger-N9A_XT","+","DNA/PIF-Harbinger",318,4377,4521,145,21.3,5.5,2.7,">NM_001142180.1 Xenopus tropicalis TANK binding kinase 1 (tbk1), mRNA","tbk1"
"1474","NM_001142180.1","Chap3_Xt","C","DNA/hAT-Charlie",186,2709,2891,183,15.4,2.2,0.5,">NM_001142180.1 Xenopus tropicalis TANK binding kinase 1 (tbk1), mRNA","tbk1"
"1475","NM_001142181.1","Harbinger-2N1F_XT","C","DNA/PIF-Harbinger",432,2019,2557,539,9.4,6.3,0.9,">NM_001142181.1 Xenopus tropicalis TRAF-interacting protein with forkhead-associated domain (tifa), mRNA","tifa"
"1476","NM_001142181.1","Harbinger-N3_XT","+","DNA/PIF-Harbinger",372,2968,3215,248,10.6,8.9,0.8,">NM_001142181.1 Xenopus tropicalis TRAF-interacting protein with forkhead-associated domain (tifa), mRNA","tifa"
"1477","NM_001142181.1","XBR_Xt","C","DNA/Kolobok-T2",469,3796,4062,267,19.6,6.7,0.7,">NM_001142181.1 Xenopus tropicalis TRAF-interacting protein with forkhead-associated domain (tifa), mRNA","tifa"
"1478","NM_001142182.1","Kolobok-N3_XT","+","DNA/Kolobok-T2",432,5302,5430,129,24,1.6,0,">NM_001142182.1 Xenopus tropicalis neuronal cell adhesion molecule (nrcam), mRNA","nrcam"
"1479","NM_001142185.1","XBR_Xt","C","DNA/Kolobok-T2",469,3746,4131,386,15.7,9.6,0.7,">NM_001142185.1 Xenopus tropicalis striatin (strn), mRNA","strn"
"1480","NM_001142188.1","ERV1-N1-LTR_XT","+","LTR/ERV1",549,1771,2165,395,19.45,2.5,1.25,">NM_001142188.1 Xenopus tropicalis interferon induced protein with tetratricopeptide repeats 5 (ifit5), mRNA","ifit5"
"1481","NM_001142190.1","DNA4_Xt","C","DNA/TcMar-Tigger",658,3035,3154,120,14.8,0,4.3,">NM_001142190.1 Xenopus tropicalis CNKSR family member 3 (cnksr3), mRNA","cnksr3"
"1482","NM_001142191.1","Harbinger-N3A_XT","+","DNA/PIF-Harbinger",361,5072,5385,314,19.2,15.6,0.6,">NM_001142191.1 Xenopus tropicalis serine/threonine kinase 36 (stk36), mRNA","stk36"
"1483","NM_001142198.1","DNA1A_XT","+","DNA",175,5317,5460,144,29.6,0.7,1.4,">NM_001142198.1 Xenopus tropicalis C2 calcium-dependent domain containing 4C (c2cd4c), mRNA","c2cd4c"
"1484","NM_001142205.1","hAT-N8_XT","C","DNA/hAT-Tip100",265,2427,2653,227,15.6,21.1,3.8,">NM_001142205.1 Xenopus tropicalis phosphomannomutase 2 (pmm2), mRNA","pmm2"
"1485","NM_001142216.1","DNA-9-1_XT","+","DNA/hAT-Tip100",1485,2734,2866,133,10.7,16.8,1.8,">NM_001142216.1 Xenopus tropicalis GrpE like 2, mitochondrial (grpel2), mRNA","grpel2"
"1486","NM_001142216.1","XBR_Xt","+","DNA/Kolobok-T2",469,4403,4826,424,19.2,11.3,0.6,">NM_001142216.1 Xenopus tropicalis GrpE like 2, mitochondrial (grpel2), mRNA","grpel2"
"1487","NM_001142216.1","XR-c_Xt","C","DNA/Kolobok-T2",600,2287,2733,447,12.3,31.7,0,">NM_001142216.1 Xenopus tropicalis GrpE like 2, mitochondrial (grpel2), mRNA","grpel2"
"1488","NM_001142216.1","Harbinger-N13_XT","+","DNA/PIF-Harbinger",321,1670,1873,204,21.3,4.4,0.9,">NM_001142216.1 Xenopus tropicalis GrpE like 2, mitochondrial (grpel2), mRNA","grpel2"
